Loan ID,Customer ID,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
98897c15-fe6e-4355-a7c5-172f2fef683c,7b2ad308-7840-4b2e-8a6b-db9611df99fa,259908,Short Term,,,1 year,Home Mortgage,Debt Consolidation,16203.58,16.1,NA,7,0,110580,158092,0,0
b3b5a924-cf67-4854-bc9d-fb4578e415a1,cb3329df-10b5-4b88-a8eb-deee67d4c455,99999999,Short Term,721,661808,5 years,Home Mortgage,Debt Consolidation,14725.19,13.7,77,18,0,323380,455510,0,0
4743708e-2969-462c-baca-1bbe549fa00d,ac8077f4-8ca5-4af2-a3be-c55e78d47995,539836,Long Term,720,1995399,10+ years,Rent,Debt Consolidation,31261.08,24.5,33,9,0,300694,399278,0,0
bbc5843d-49f6-4133-b380-7c992c9bde86,e29ee278-b15a-4122-bdb9-65af0b548ea8,518804,Short Term,,,3 years,Home Mortgage,Debt Consolidation,26183.9,22.1,NA,15,0,386612,1695628,0,0
c8db376b-19cb-48de-ac87-86fbc191c6ca,46ce638b-3e16-4e4f-b1c4-cc0cd5493179,99999999,Short Term,728,775276,3 years,Rent,Debt Consolidation,14536.52,9.8,NA,15,0,334628,646844,0,0
15b6288b-6cc7-46ab-a05f-07a66de90594,679f6365-5aa2-4833-90a3-93e949fd436d,99999999,Short Term,742,2406825,4 years,Home Mortgage,Debt Consolidation,22463.7,13.6,NA,10,1,580963,1067792,1,0
4d944982-59d6-4a3c-8e11-e16e01107f79,eb20a422-46f5-4233-be45-77706fff8909,468754,Short Term,746,1773517,10+ years,Home Mortgage,Debt Consolidation,36061.62,31.4,NA,8,2,692949,1582548,0,2
74b7e7f9-537d-4f7d-99b7-18a7d19a074f,5b461fe7-2275-45c6-805e-32392e0d2aba,430628,Short Term,,,3 years,Home Mortgage,Debt Consolidation,11365.8,15.4,NA,7,0,338428,876678,0,0
620f3b20-fcc6-4d91-8518-b6e840265b4a,1df86adb-1434-43f3-aac7-8faa096b04fb,213004,Long Term,731,1316814,10+ years,Home Mortgage,Medical Bills,13870.38,22.1,51,14,0,160341,1355156,0,0
8f9d314b-fd65-4ae0-9670-f9bcbe365266,cc405aff-e2b1-42eb-8d08-88c5b1887037,235026,Long Term,724,966530,9 years,Home Mortgage,Debt Consolidation,15142.24,10.3,NA,10,0,52934,255332,0,0
1b4770da-77b2-4d1b-91ff-f1aff109ec60,f6171bc8-813f-4f1a-a88e-6022cf3620df,517484,Short Term,748,1955309,10+ years,Home Mortgage,Debt Consolidation,22160.08,19.2,NA,20,0,291099,1353660,0,0
332119fd-3f18-414b-a20f-caab811e1c5b,eb170677-ca1b-436c-b0f0-c57059c3fa73,99999999,Short Term,709,755060,7 years,Rent,Other,15227.17,14.3,NA,13,0,220286,362824,0,0
f0c23640-cc6f-4b51-b581-caacfcf96a1e,f2deb1ca-686d-41e1-9d85-1daff51c8c88,240548,Long Term,695,1556974,6 years,Home Mortgage,Debt Consolidation,33345,26,36,32,1,294614,1176274,0,0
4a6b72d0-a633-4663-81e3-a8d80a6ddd6c,2bc9fb41-a37b-4943-a6d1-5160e40b761f,781946,Long Term,643,1736505,10+ years,Home Mortgage,Debt Consolidation,29810.05,30.1,2,8,0,64619,82676,0,0
1f6909a8-e8ab-4a06-8613-4d1c3e47f682,7740a2ea-8745-4d04-bd1a-0f6e18c3c2a1,99999999,Short Term,745,728992,4 years,Rent,Debt Consolidation,15430.47,21.5,36,11,1,69407,275220,1,0
b0f056bc-5174-48f8-9e07-36efa8ea3b9c,fc2edb06-f4b8-45e0-ae0f-ce9691297614,761684,Short Term,747,1597558,10+ years,Home Mortgage,Debt Consolidation,23696.99,25,NA,16,0,607107,2440878,0,0
cfd7fec3-7953-4d1e-9c37-a1f85d946780,ba11f91a-dc1e-45fb-ad76-eb1c01b9f4a5,126346,Short Term,714,858458,8 years,Rent,Debt Consolidation,9586.07,14.8,56,5,0,78546,117656,0,0
374d894c-0b82-4b42-8839-f3cc41bc4097,af7c3041-48e2-43dc-96f6-bbdaf8ee239c,248094,Short Term,725,557745,< 1 year,Rent,Debt Consolidation,8319.72,16.1,NA,7,0,211679,441628,0,0
ec82d38a-9841-4651-a99b-bbae805d8260,bc27a463-f2cb-4557-a232-61120b267dbf,220858,Short Term,,,7 years,Home Mortgage,Debt Consolidation,12974.34,21.8,14,11,0,25365,114730,0,0
8fc3a318-ec83-47bd-812b-0752bc03ca26,832c7bb5-fe24-459f-adb5-a2c06cfb7b81,335082,Short Term,,,7 years,Rent,Debt Consolidation,12290.91,10.9,23,9,0,137750,301510,0,0
e9ec45d6-2b2f-408d-847d-60152b09c9a7,796c86b4-9caf-4e4c-942e-73512482d85e,210892,Short Term,746,739898,< 1 year,Rent,Other,7645.6,10.5,28,10,0,74765,250206,0,0
d1e923ec-acf9-477a-a6ef-bc7a452b1f20,3a202b99-75ed-433e-b1d0-8ab15b4c1fcf,443916,Short Term,738,2396147,2 years,Rent,Debt Consolidation,36541.18,15.7,78,16,0,539961,897006,0,0
9bceb9c7-2f9c-4083-aed1-074fa65116b7,5d859647-6164-4d97-89a7-fa19ad45d8dc,390170,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,3279.4,27.7,12,9,0,105412,266508,0,0
8ea4a6b3-f3e9-4650-8dd1-06a4658c13c2,ce1ceea8-9ea3-4605-8687-7a8ed452e0e3,436700,Short Term,,,10+ years,Rent,Debt Consolidation,12584.27,18,NA,4,0,489744,851466,0,0
a0b5d6a8-1d2d-4ccc-afb8-071ce8568abf,37932ab9-b10e-44d6-96c3-308d392adb37,756448,Short Term,741,1530583,4 years,Home Mortgage,Debt Consolidation,21683.18,22.1,NA,7,0,861156,1140876,0,0
7a803b96-d81d-47d9-971d-40fc1a72e912,6e7f77ef-afdf-49c4-88f2-ff1ce605063d,178310,Short Term,716,1308929,5 years,Rent,Debt Consolidation,20288.39,14.8,61,11,0,231344,401038,0,0
86996221-8347-488a-a56f-acd59fefd078,e2cd778b-6ab1-4b94-97f0-45179e073d1e,99999999,Short Term,708,805391,5 years,Rent,Debt Consolidation,18792.52,17.9,44,10,0,99180,219164,0,0
ea469114-fc51-480c-8f4d-b3a9819255bb,ed7dde99-0ff9-4398-8b8c-a7ce6a521490,268884,Long Term,,,5 years,Home Mortgage,Debt Consolidation,35680.86,21.7,NA,14,1,1136485,1638780,1,0
fd149f1c-f169-453a-8a9d-24adbec35042,64c4b5c9-3bd4-41b1-8ded-3c5825ba193a,310244,Short Term,745,1456217,3 years,Rent,Debt Consolidation,20022.77,14.7,NA,7,0,154261,472538,0,0
ba96acd2-d156-45f8-a4d3-34aab4b12e32,736b6504-e9dc-47f5-a034-5b1d5e9f4081,99999999,Long Term,737,1553744,4 years,Home Mortgage,Debt Consolidation,27967.43,28.5,28,16,0,346617,707850,0,0
7b58bc6b-da5a-4b55-84b1-922fcb35108e,13e17170-aab6-4534-80c5-09527d0c2d27,661892,Short Term,742,1849023,2 years,Home Mortgage,Debt Consolidation,27735.25,11.8,NA,15,0,201134,684992,0,0
3facb4ad-7820-433c-979f-bb8df0ab3060,8dc6eba5-9e97-4559-8e4d-bf94421c8627,225522,Short Term,743,1685547,10+ years,Home Mortgage,Debt Consolidation,18681.56,13.6,NA,7,0,101973,219076,0,0
d00c7418-06c3-4b0d-a329-defa9884c7b8,f461eb36-f7a6-48bf-a0b4-aa5b29742d43,229944,Short Term,708,584934,1 year,Own Home,Home Improvements,872.48,16.2,NA,10,0,76304,552222,0,0
eb427bde-c8db-4bf8-b681-a28129acdb52,78563092-2d79-4fea-9e75-b8fc89d0ed65,72424,Short Term,737,786695,8 years,Home Mortgage,Debt Consolidation,7604.75,17.5,45,16,0,166136,307296,0,0
d17473da-6063-475f-9a80-01fbec10657f,7964061b-8b34-4f8a-a7f2-bfbd5bdcea76,537922,Short Term,742,2032506,8 years,Home Mortgage,Debt Consolidation,27608.14,18.2,26,10,0,1172718,1398430,0,0
e31c29cf-ca05-425f-9b3f-4764bf806173,fb394d3e-19ea-4da5-be0b-4846734d3931,359700,Short Term,713,1941610,10+ years,Home Mortgage,Home Improvements,26697.09,22.2,72,9,0,539030,762058,0,0
b6e99e16-fe7c-4bc6-bb1a-3e3893acc6f5,69013861-fffd-4f55-9e01-c73cd2b6e38d,320584,Long Term,606,894349,n/a,Home Mortgage,Debt Consolidation,21091.52,13.8,NA,9,0,34238,72732,0,0
a2d200ae-277b-4536-baec-cf670467315f,cf1fb29c-6c02-4d41-a084-c66dbe48c61f,99999999,Short Term,709,1465394,8 years,Home Mortgage,Home Improvements,35413.91,15.2,NA,19,0,211489,1475166,0,0
29209e40-7ce0-49dc-9d40-648211a05673,b4d7ff7f-6a39-4d0e-b757-a67f4af7f701,620796,Long Term,713,2393525,2 years,Rent,Debt Consolidation,21142.82,18.3,49,10,0,132544,534732,0,0
c44ca1fc-ff25-4efe-9cb4-84744ef604ee,27dc8870-2d2f-4db3-9789-06d3bded6886,257642,Short Term,741,3152157,2 years,Rent,Debt Consolidation,11163.83,20.6,28,15,0,284278,901802,0,0
6348a923-fd5f-4b80-b1c7-66a9493c4671,e160c4fa-f3c8-4de2-ac55-8edff65fe04a,87208,Short Term,707,1977254,10+ years,Home Mortgage,other,45311.77,22.6,41,13,0,316160,416460,0,0
6c46a87e-2937-41eb-896e-04f480db12bb,22c52e25-3f23-47e6-9e52-ce9a5eac2c9a,44330,Short Term,675,765700,10+ years,Home Mortgage,other,10336.95,21.7,10,4,0,38722,53196,0,0
1a0951dd-d662-4a40-b063-647839111d0b,d7a2f983-64ed-493b-bf34-d7823d1b7584,123156,Short Term,731,1063715,< 1 year,Own Home,other,7694.05,13.6,33,6,0,114,67188,0,0
e92b5887-7d96-4a98-8d7c-754222991380,d8587134-c000-47ed-816a-bdf244337ad9,782254,Long Term,634,3223445,10+ years,Rent,Business Loan,24740.09,15.1,65,10,1,44327,255310,1,0
545f60ac-a2cf-4390-a21f-8f96d74f6588,5ec42efb-3c8d-49e2-a4a8-c2ba098e0571,21670,Short Term,713,805068,10+ years,Rent,Home Improvements,7782.4,17.4,36,21,0,87799,612370,0,0
99cf2720-48e8-45d7-953b-52ff1020907c,bbaa2cfc-b48c-4b46-a8e1-4bfa3d4cc032,270028,Short Term,,,3 years,Home Mortgage,Debt Consolidation,17509.26,21.5,49,10,0,227335,427306,0,0
a8a6724e-668f-40e2-ac82-97a58c23eb24,e1c4ba79-0008-4897-85c1-5460d956377f,393228,Short Term,683,1320690,4 years,Rent,Debt Consolidation,25643.54,15.3,NA,14,0,146338,382470,0,0
dfa94735-8756-45f8-be1c-4ef12f9397ce,644a28a7-53ca-4171-8c57-c440c59da809,125422,Short Term,735,928511,7 years,Home Mortgage,Debt Consolidation,14546.59,15.9,55,17,0,73549,197120,0,0
93b90b03-2616-48d6-8ddb-fb484d881d98,6f7989a1-c491-4857-b403-425dc4866a55,99999999,Long Term,707,2012803,n/a,Home Mortgage,Debt Consolidation,53339.46,17,NA,13,0,953857,1434378,0,0
8ff2d033-21ae-442e-98fe-df70d8340875,c13da452-5558-4450-bdc7-2c45868bb0e9,389224,Short Term,,,5 years,Rent,Debt Consolidation,17268.34,12.1,NA,6,0,339226,458348,0,0
9d892d0d-5b6e-4cbb-8bcb-348e1a64cc79,c9047ab7-59ee-4fe8-9738-c054487823d9,431640,Short Term,722,2329875,4 years,Home Mortgage,Home Improvements,21551.32,22.6,55,12,0,238621,325820,0,0
f0ab9acc-c8c6-48ad-b91b-555530cdbba3,0be4677d-6b16-43f3-b5aa-a68130372298,75064,Short Term,697,375858,3 years,Rent,Debt Consolidation,9333.94,11.7,37,2,0,19950,54384,0,0
a44e0215-3183-4296-a3b2-79f2ee3fc58b,bb88fb8d-cd97-4866-b099-09d888054a97,80938,Long Term,695,431034,1 year,Rent,Other,7708.3,11.4,NA,6,0,89547,148324,0,0
0bf9cfd3-d64b-446d-9a21-02455e00e823,0a58217f-f0b4-4165-9c27-e16eda680664,298298,Long Term,701,1217843,10+ years,Home Mortgage,Debt Consolidation,11467.83,13.4,17,7,0,75316,192940,0,0
64a2901e-440b-45db-afc6-ef26192f3445,92942afa-d861-4ccb-ab49-f76e1c54a94e,295966,Long Term,,,5 years,Rent,Debt Consolidation,15682.22,18.6,36,8,0,62814,246576,0,0
a0c5de8b-543e-4b5e-9d41-53239196ab90,e4e3f010-e951-4b4d-8958-48d1aad00878,108064,Short Term,731,597303,3 years,Rent,Debt Consolidation,5475.23,12.8,20,15,1,32110,97328,0,1
cbc7488c-f536-41eb-b248-1977abb00d8d,81cd52d5-bdf9-43ff-b86b-b56dda31b388,256982,Short Term,,,8 years,Home Mortgage,Debt Consolidation,15095.88,19.8,NA,11,0,338732,1431430,0,0
350f8d58-46e3-4755-9770-9aeafc865975,b8ec6859-7278-43bb-9172-0c9030f90b16,216722,Short Term,710,580222,1 year,Rent,Debt Consolidation,14070.45,19.1,15,11,0,56544,382888,0,0
13ba0f3a-fdc5-4450-96c8-148605eb3650,41cde585-9a0e-40a4-846e-2cc4bf632c39,427790,Long Term,,,n/a,Own Home,Debt Consolidation,17395.26,26.5,6,22,0,2660095,11536008,0,0
0db1e80a-9ad6-4fe8-a477-834adb949c77,881e9e73-9848-412e-a6f7-e7b557a8d261,354860,Short Term,7350,1436552,10+ years,Home Mortgage,Debt Consolidation,36512.11,16.3,NA,19,0,2092280,4017640,0,0
3df2de5c-2eb9-489c-8272-931e92168d49,0f597778-73ad-48cd-86bd-8f3247908174,354882,Short Term,732,948214,6 years,Home Mortgage,Debt Consolidation,18727.35,8.5,51,9,0,0,0,0,0
3e698954-5597-4ab9-bc4b-134620e0dd1b,ec2b37e1-3f28-4400-a932-010e28f37cef,475244,Short Term,736,1772339,8 years,Home Mortgage,Debt Consolidation,34412.61,19.2,NA,22,0,537852,777524,0,0
54f66553-d57d-4726-9a60-87c0d58921ae,f1671067-da46-4090-ad7a-78abe7f75b78,140976,Short Term,707,1311114,4 years,Rent,Debt Consolidation,12674.14,8.4,14,12,0,150936,232078,0,0
5692a0fd-f3f6-4fe2-916d-ac3c73fadeb3,5914fa0d-3a07-496c-bcde-48de6d04124a,110924,Short Term,701,728061,10+ years,Rent,Medical Bills,4538.34,28.9,42,9,1,97071,226138,1,0
dccfdd5b-5556-47e2-a3f4-ee3303280a5c,72e0e902-a5e0-49c6-824c-81da55aa6fbb,112222,Short Term,732,1259947,10+ years,Home Mortgage,Debt Consolidation,24988.99,15.4,NA,19,0,725135,1367476,0,0
b2103475-bde1-4346-8fca-469eb4bbb06b,19a99c3c-cabf-4dd4-b0b9-b8fb84126314,179300,Short Term,706,1025924,10+ years,Rent,other,7395.18,17.9,NA,10,0,177004,513656,0,0
fee689ce-e931-412f-8074-cca0c074b380,cd28c9e7-a649-46a9-877c-8ef4e476bfc4,270160,Short Term,709,1555416,2 years,Rent,Debt Consolidation,12598.9,21.2,12,5,0,239229,352418,0,0
6b5a6e83-7511-40c8-aafd-0229cfad2aee,2efa3ef6-4eec-4e7b-9e81-bc43bac7e840,99999999,Long Term,701,1381813,10+ years,Rent,Debt Consolidation,38230.28,17.7,NA,13,0,347947,489566,0,0
b45c6064-00c6-4081-9ffc-b0232487c940,2da75d2a-9e3d-430a-83ba-55564895829c,340186,Long Term,652,1700424,10+ years,Home Mortgage,Home Improvements,20688.53,31.5,33,9,0,193971,271260,0,0
5bb59772-5822-4d9d-8090-a137b7cbb605,6480762e-5522-4fd1-8dc0-ba65851b7772,99999999,Short Term,746,846944,10+ years,Rent,Debt Consolidation,15456.88,41.4,48,19,0,203471,1095842,0,0
7dfc1e9f-9560-4d0b-9484-87febccab72f,684a3ca2-d9c2-4db0-8efa-a38adb000752,238656,Short Term,737,993111,9 years,Rent,other,8226.24,15.4,NA,4,0,220457,312818,0,0
0bbee426-08ff-4672-88b6-199edcd1ae22,4aff92fb-2e8e-4c12-8c26-01884759774d,222530,Short Term,708,768740,< 1 year,Own Home,other,17168.4,14.4,NA,19,0,406885,651662,0,0
829d30a3-677a-417a-923f-ee9a2e44a262,e72ec8c5-8f09-45b9-88a5-123a582955ac,99999999,Short Term,746,1172908,n/a,Home Mortgage,Buy a Car,2257.77,20.8,50,10,0,14611,144540,0,0
311e9385-6606-44fd-bc33-468404e6b020,38ef37f8-1283-43b4-b0d3-56a6aed31fc4,162184,Short Term,731,465006,3 years,Rent,Debt Consolidation,3754.97,10.3,NA,4,0,130188,268224,0,0
c3673488-fadd-45b2-9557-61bbd083e5d9,c47b4639-6c37-414c-8d87-e76f34c96119,533544,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,29070.57,22.4,NA,8,0,457881,1084226,0,0
55a2bb5e-cd16-4141-9bac-9dbaecfdf3da,b3b3c5c1-cc94-4472-a337-20b4de976195,228778,Short Term,7400,676305,10+ years,Rent,Debt Consolidation,10764.45,12.5,NA,10,0,285570,387200,0,0
31e379bf-2c2b-4ce0-9525-936c5a9fe733,4c29eb9f-4859-46da-b032-aeb352df9971,300916,Short Term,737,1386050,6 years,Rent,Debt Consolidation,22638.88,17,NA,9,0,255417,332310,0,0
e84bf849-90a1-46a8-abdd-c3ddd8603609,0391b28b-6043-4d2e-aa13-d5e3746b7449,235972,Long Term,,,6 years,Rent,Debt Consolidation,22058.05,14.7,NA,6,0,322981,408276,0,0
1719704e-0ac6-49b6-ad0c-c1f830be7b0c,c034b68f-30da-4032-ac34-817dcd9bd04e,328262,Short Term,749,2097828,3 years,Home Mortgage,Debt Consolidation,23076.07,23,64,9,1,323912,713042,0,0
fe48b90e-6bbc-43bb-82df-039593bca3b7,52af7f4e-96a4-455b-95da-ada808316223,523248,Short Term,663,1788983,< 1 year,Rent,Debt Consolidation,13536.55,15.5,49,17,0,165528,426888,0,0
48f0170f-9883-4077-bf28-185aec7d4bfc,042b59b2-3dca-4e21-b66a-d95b5212379a,99999999,Long Term,720,1704452,7 years,Home Mortgage,Debt Consolidation,20169.26,22.6,73,9,0,635265,793496,0,0
7e8bf45d-6ca8-490c-8fd5-65996aaf8c55,9d275da0-b7c4-4b0d-bc2e-53b06bf484cf,245938,Short Term,707,1024043,10+ years,Rent,Debt Consolidation,17152.82,14.9,NA,8,0,254391,388586,0,0
295e39eb-0101-4aed-8bd3-15cd40e4d638,f8761816-7844-4610-ac49-f5799bea8c2a,525932,Short Term,732,1684407,10+ years,Home Mortgage,Debt Consolidation,12225.93,14.7,NA,7,0,331569,467060,0,0
d45e0169-fe85-4a83-b0a7-7b17fc1957d7,f02023f0-085d-4d26-abb3-d886ac6a5262,448228,Short Term,744,1354871,10+ years,Home Mortgage,Debt Consolidation,6153.53,16.9,NA,8,0,54169,285142,0,0
63d12b72-4b31-4b49-952b-2f0a8c669980,87af8a01-347d-463b-9a28-6089153bb149,347710,Short Term,,,10+ years,Home Mortgage,Debt Consolidation,21771.15,19.2,NA,7,0,24377,239228,0,0
57ced483-0ac3-41eb-b22e-8e2bb22e7b5f,ff4ac779-d2f3-43b2-9943-70cbc83bf75a,182116,Short Term,,,1 year,Rent,Debt Consolidation,26269.02,29.3,71,26,1,410362,1044318,1,0
b1f7294d-794c-4d44-b1c6-c558d4c71855,7680fc52-eb28-4595-a329-7323ab153ae7,220682,Short Term,712,2858835,6 years,Rent,other,22799.24,12.5,20,9,0,339815,496826,0,0
cf677437-10a9-4cf0-bf77-c8c588749b33,ec2406be-7cb6-4389-bd9b-25bfd97c7788,448756,Short Term,706,1162686,3 years,Rent,Debt Consolidation,25772.93,9.7,NA,11,0,401375,511852,0,0
35e87c65-34d4-4c50-8e25-fc6d9c48b53f,df8f71f4-78b0-415f-83ec-d8a4fc9a4aaf,186912,Short Term,740,484747,5 years,Rent,Debt Consolidation,8886.87,10.2,NA,10,0,285323,671484,0,0
b0abe073-893c-4529-a0b8-b2f98da2ae18,c81f55de-5ab0-4552-a59b-d3044f45c536,221518,Short Term,727,1243531,9 years,Home Mortgage,Debt Consolidation,24559.59,9.5,NA,13,0,356231,440682,0,0
5558b7ae-153b-454e-ba32-16a7d4439108,ae18f925-6db4-4d08-9b5b-da0e151bdd38,395648,Short Term,,,5 years,Rent,Debt Consolidation,35830.2,15.5,8,10,0,165281,285648,0,0
7414a8f0-3d74-45aa-94e3-2b90ff04c48a,c3626e7a-a77a-4899-8c18-0746f9f81740,527054,Long Term,744,2465554,8 years,Rent,Debt Consolidation,20135.44,26,NA,10,0,453150,1097690,0,0
fb697810-b2e7-4d98-8a08-59d4a69d56f0,bce038de-dc1c-45ed-ac02-1bcf7b15a581,458964,Long Term,704,1581731,10+ years,Home Mortgage,other,28339.26,23.7,35,13,0,2203791,5406258,0,0
f340deb1-d4f1-4c46-bf49-1467aa0c15ee,d53af568-1ac8-4c9d-bb2b-606e48097dce,79178,Short Term,676,382508,2 years,Home Mortgage,Debt Consolidation,6215.85,5.9,NA,10,0,59166,110682,0,0
014b7156-33db-4dac-b093-0901ff4b4dbf,8eeb4877-a61c-45f4-96f2-a3fa1554e24b,220594,Long Term,744,609634,n/a,Home Mortgage,Debt Consolidation,6401.29,27.7,5,20,0,373692,1456884,0,0
c35cedca-ff49-49c6-83b3-896180af11e6,d232c53b-2ca5-4eb5-be0a-d591f81aa5e1,218350,Short Term,733,1470429,n/a,Rent,Debt Consolidation,30388.79,11.8,NA,18,1,343938,502216,1,0
e52b1146-d633-4b9d-8f96-1f62be018ff5,7f754633-b71e-4a97-a392-b8adbf8c3288,351538,Short Term,698,1214423,< 1 year,Home Mortgage,Debt Consolidation,27931.71,20.2,27,15,0,472283,654896,0,0
50520e11-f7c1-47ed-b38d-591694014064,0414003a-8efd-43e0-9a40-6d499465dd48,126170,Short Term,,,n/a,Rent,Debt Consolidation,13301.14,7.7,46,7,0,104234,179322,0,0
d4b0672c-0753-4409-9ab0-a6b6e09ba2cb,6279c982-d539-48f3-aba1-5822904b1220,333960,Long Term,,,8 years,Rent,Debt Consolidation,10927.85,11.9,19,16,0,175731,929104,0,0
3ae5ca1b-5bcb-4570-8f77-ea92b39b8f4a,a619f2aa-17c8-494a-94aa-0bb7ae67197d,156486,Short Term,719,637089,5 years,Home Mortgage,Debt Consolidation,6795.73,17,66,11,0,285950,453574,0,0
f7374548-ac77-40fa-96ef-5c6c8a718861,a1a97f24-63e3-4c4a-a45e-26c3075ea941,128040,Short Term,730,1551920,10+ years,Home Mortgage,Debt Consolidation,14096.67,22.6,NA,10,0,360867,426800,0,0
e328f5e1-aa70-4220-8cdd-a95062bf7073,2dabb141-a1b7-4b85-96d0-ab3cdce9f0d9,99999999,Short Term,745,1713420,10+ years,Rent,Debt Consolidation,6625.3,33.1,NA,8,0,44688,522588,0,0
d1cd4a3b-1c0b-4ecb-85bb-f1e57159a3dd,36cb105b-59e2-4cdc-87d5-3ef7a36504cb,99999999,Short Term,750,1401782,10+ years,Home Mortgage,Debt Consolidation,16821.27,18,57,12,0,255816,881562,0,0
76cf3285-ac14-4f89-b089-0352eea85221,975cb9dd-90e3-4466-afac-f45c9bb59e09,219670,Short Term,744,1271100,< 1 year,Rent,Debt Consolidation,15570.88,31.8,50,7,1,166459,338140,1,0
41c9a7b9-eb1d-4e97-adfb-0e35d43233fe,092bee43-a278-4451-9f17-e99bca3b53f9,328504,Short Term,,,10+ years,Rent,Debt Consolidation,10268.17,16.7,NA,8,0,79724,566324,0,0
a8a1ff3a-e9d1-4b16-b31f-bc911dd9f9af,5dbbd929-5739-4c2e-99e9-f80f73980581,88220,Short Term,746,1047622,9 years,Rent,Buy a Car,2706.36,13.1,NA,5,0,73302,297792,0,0
67ec3be4-48db-4a2f-8e14-465680189cf1,400b4443-b9bb-471a-848f-be7a8cb0a071,524348,Long Term,,,8 years,Home Mortgage,Debt Consolidation,14702.01,17.9,NA,8,1,302024,434962,1,0
b0bc39c4-4786-46a1-924e-b7a38a7bd55c,4e90c969-ef08-4383-8ac2-866a94a5df9e,336006,Short Term,721,1166942,10+ years,Rent,Debt Consolidation,24603.1,17.2,33,8,0,145293,199320,0,0
7a4158ac-a251-4150-b0cd-999456d308c2,3ef62375-1cdd-4b04-9e00-3113085ba5f6,99999999,Short Term,745,1663089,10+ years,Home Mortgage,Debt Consolidation,33400.67,12,NA,14,0,622383,1168002,0,0
e4524b23-f90f-4790-a286-c3022ea0e4a7,08338f1b-0b3f-4da6-91a5-007898a35027,184514,Short Term,,,5 years,Own Home,Debt Consolidation,9197.52,19.2,22,11,0,147592,401170,0,0
2f23b2cc-53b0-469a-b69c-a0f565f3c1fc,5c59bb1e-f33b-457a-aa13-784a6cc29285,258302,Short Term,730,743584,2 years,Home Mortgage,Debt Consolidation,7807.67,10.8,NA,10,0,155591,488246,0,0
69382bb1-d5fe-459c-ac95-8e49a7f07526,62879dc8-4fa4-4df5-848b-bf74a779e1a4,769010,Short Term,729,2808352,1 year,Home Mortgage,Debt Consolidation,22981.64,33.8,50,11,0,372077,474474,0,0
88a599fc-5760-4a52-b07e-d6ce5a8eba99,8f85275d-e13f-4981-bbbd-c2f70c160250,433268,Long Term,668,2982183,10+ years,Home Mortgage,Debt Consolidation,45726.92,34.1,20,21,0,579500,1235740,0,0
617b1d39-9349-48e5-b9ac-323268c96c2e,d11812df-9ab0-4f4f-a0ff-c1a11e38dce4,127182,Short Term,740,859617,10+ years,Own Home,Debt Consolidation,15186.51,26.5,NA,16,1,97318,450692,1,0
e583c5f6-4c42-4494-9ce4-b19b7a577225,824978fb-cd80-4faf-8f9b-90613d416118,349580,Short Term,749,1320823,10+ years,Rent,Debt Consolidation,30378.91,22.3,NA,26,5,262694,1376320,0,5
796e46ac-07f1-4e93-8869-592a92c73baa,82c5e0ea-e4ed-4f15-a6db-3938138ab0a7,179058,Short Term,717,1799680,2 years,Rent,Other,14502.32,23.3,14,6,0,234099,512380,0,0
5c6ede3e-b576-4da2-8047-e4447cbde5c3,381055d7-5454-4f5f-bfdd-21bc4400984b,222618,Short Term,729,1441967,10+ years,Home Mortgage,Debt Consolidation,3652.94,25.9,29,5,1,79914,106854,1,0
778cfdb2-fa4c-4407-965c-acd2843f7c43,24d2269d-b801-4f21-8c6a-7f0431bd9ac0,483670,Long Term,7030,949335,7 years,Home Mortgage,Debt Consolidation,10363.55,15.8,22,11,1,14592,238106,1,0
b8215a16-4301-4a6c-a4f8-1b35725e6925,881a4280-b20c-4bb6-a8d6-1503d47a28e6,445852,Short Term,745,1867510,1 year,Rent,Home Improvements,35949.52,10.1,40,13,0,205770,505868,0,0
b88a6b90-ef3d-4eeb-9035-bf6a2bd8bb51,4a8c355c-2511-4cb6-9f42-530c758a60c0,129008,Short Term,746,523697,7 years,Rent,Debt Consolidation,12481.29,9,26,20,0,89281,494670,0,0
a18b8bdf-d9e1-4ed2-bf9b-be8eed6feb50,f7c8a61c-2749-4e2d-bed3-51206108b97d,715682,Long Term,,,10+ years,Rent,Debt Consolidation,27930,17.7,NA,12,0,291935,931194,0,0
cf045fc8-1d73-4b28-9038-72d2e5367c30,3a169aac-1aa3-4562-a582-8e22e305ddfc,481316,Short Term,7070,965827,10+ years,Rent,Debt Consolidation,13441.17,19.7,NA,9,0,237082,315524,0,0
712fa429-26ed-4eb7-9a90-ec5a38515d50,db37617f-ddaf-4dfd-a9d8-98b5a1181f6b,174658,Short Term,7450,754224,10+ years,Home Mortgage,Debt Consolidation,14204.4,28,67,11,0,170088,360074,0,0
947fccf7-dd72-4523-87dc-c2aa4d519b2f,cc3fc6e1-28b6-4900-8e5e-39337b67eec0,89892,Short Term,741,2524416,< 1 year,Rent,other,10665.84,20,71,9,0,229805,474298,0,0
